  County , ORGANIZATION NAME , Address , City ,State, Zip , DISCIPLINE ,Budget Category,   ANNUAL AUDIENCE SERVED ,Regional Arts Council
Hennepin,Theater Latte Da,345 13th Avenue NE,Minneapolis,MN,55413-1264,Performing Arts,$1M-$5M,"27,618",RAC 11
Hennepin,Theater Or,4330 Cedar Lake Rd S,St Louis Park,MN,55416-3700,Arts Multipurpose,$25K-$100K,"5,000",RAC 11
Hennepin,Theatre Forever,1921 Benjamin St NE,Minneapolis,MN,55418,Performing Arts,$25K-$100K,40,RAC 11
Hennepin,"Theatre in the Round Players, Inc.",245 Cedar Avenue,Minneapolis,MN,55454-1054,Performing Arts,$250K-$1M,"18,167",RAC 11
Hennepin,Theatre Novi Most,3230 Garfield St,Minneapolis,MN,55418,Performing Arts,$25K-$100K,700,RAC 11
Hennepin,Theatre Pro Rata,2116 37th St E,Minneapolis,MN,55407,Performing Arts,$25K-$100K,"1,200",RAC 11
Hennepin,Theatre Unbound,P.O. Box 6134,Minneapolis,MN,55406-6134,Performing Arts,$25K-$100K,"1,292",RAC 11
Hennepin,Threads Dance Project,1740 Bridgewater Road,Golden Valley,MN,55422-4266,Performing Arts,$100K-$250-K,"1,380",RAC 11
Hennepin,TigerLion Arts,730 2nd Ave S 1300 US Trust Bldg,Minneapolis,MN,55402,Performing Arts,$250K-$1M,"3,425",RAC 11
Hennepin,Tlalnepantla Arts,5359 Minnehaha Ave Ste 205,Minneapolis,MN,55417,Arts Multipurpose,Under $25K,640,RAC 11
Hennepin,Toneworks Community Foundation,1918 19th Ave NE,Minneapolis,MN,55418-4728,Performing Arts,Under $25K,500,RAC 11
Hennepin,Trú Rúts Endeavors,PO Box 21305,Minneapolis,MN,55421,Arts Multipurpose,Under $25K,300,RAC 11
Hennepin,TuckUnder Projects,5120 York Ave S,Minneapolis,MN,55410,VIsual Arts & Architecture,Under $25K,525,RAC 11
Hennepin,Twin Cities Carifest,100 1st St S PO Box 580481,Minneapolis,MN,55458,Arts Multipurpose,$25K-$100K,"5,000",RAC 11
Hennepin,Twin Cities Civil War Roundtable,,Minneapolis,MN,,history,$25K-$100K,667,RAC 11
Hennepin,Twin Cities Community Gospel Choir,PO Box 29174,Minneapolis,MN,55429-0174,Performing Arts,$25K-$100K,"4,750",RAC 11
Hennepin,Twin Cities Film Fest,1621 West End Blvd,St Louis Park,MN,55416-1423,Media & Communications,$250K-$1M,"6,125",RAC 11
Hennepin,Twin Cities Gay Men's Chorus,528 Hennepin Avenue Suite 307,Minneapolis,MN,55403-1810,Performing Arts,$250K-$1M,"8,198",RAC 11
Hennepin,Twin Cities Jazz Workshops,2452 Garfield Ave S Ste 1,Minneapolis,MN,55405-3600,Performing Arts,Under $25K,"1,000",RAC 11
Hennepin,Twin Cities Jewish Chorale,PO Box 16124,St Louis Park,MN,55416,Performing Arts,Under $25K,520,RAC 11
Hennepin,"Twin Cities Juneteenth Celebration, Inc",2500 Washington Ave N #1,Minneapolis,MN,55411-2231,Performing Arts,Under $25K,"1,500",RAC 11
Hennepin,Twin Cities Musicians Union,,Minneapolis,MN,,Other,$250K-$1M,"1,000,000",RAC 11
Hennepin,Twin Cities Pride,2021 Hennepin Ave E Ste 460,Minneapolis,MN,55413,Other,$250K-$1M,"60,000",RAC 11
Hennepin,Twin Cities Scandinavian Family Festival,,Minneapolis,MN,,Performing Arts,Under $25K,600,RAC 11
Hennepin,Twin Cities String Academy,10705 40th Ave N,Plymouth,MN,55441,Performing Arts,Under $25K,110,RAC 11
Hennepin,Twin Cities Women's Choir,4631 Harriet Avenue,Minneapolis,MN,55419-5413,Performing Arts,$100K-$250-K,"2,172",RAC 11
Hennepin,Twin Cities World Refugee Day,3702 E Lake St,Minneapolis,MN,55406,Arts Multipurpose,Under $25K,800,RAC 11
Hennepin,Twin Cities Youth Chorale,PO Box 2081,Maple Grove,MN,55311,Performing Arts,$25K-$100K,600,RAC 11
Hennepin,Two Chairs Telling,616 53rd St W Ste 415,Minneapolis,MN,55406,Arts Multipurpose,Under $25K,350,RAC 11
Hennepin,Ukrainian American Community Center Inc,301 Main St NE,Minneapolis,MN,55413,Performing Arts,$25K-$100K,"5,550",RAC 11
Hennepin,Universal Dance Destiny,3422 Douglas Dr N,Crystal,MN,55422,Performing Arts,Under $25K,100,RAC 11
Hennepin,Unvending,,Minneapolis,MN,,VIsual Arts & Architecture,Under $25K,250,RAC 11
Hennepin,Upstream Arts,3501 Chicago Ave. S.,Minneapolis,MN,55407-2109,Arts Multipurpose,$250K-$1M,"5,081",RAC 11
Hennepin,Urban Arts Academy,3901 Chicago Ave. South,Minneapolis,MN,55407-2614,Arts Multipurpose,$250K-$1M,290,RAC 11
Hennepin,Veterans Book Project,,Minneapolis,MN,,history,$25K-$100K,599,RAC 11
Hennepin,VocalEssence,1900 Nicollet Avenue,Minneapolis,MN,55403-3746,Performing Arts,$1M-$5M,"17,917",RAC 11
Hennepin,Voice of Culture Drum and Dance,1016 Thomas Ave N,Minneapolis,MN,55411,Performing Arts,Under $25K,"2,000",RAC 11
Hennepin,VSA Minnesota,"528 Hennepin Avenue, #305",Minneapolis,MN,55403-1810,Arts Multipurpose,$250K-$1M,"3,259",RAC 11
Hennepin,Walker Art Center,1750 Hennepin Avenue,Minneapolis,MN,55403-2115,Arts Multipurpose,Over 10M,"683,738",RAC 11
Hennepin,Walking Shadow Theatre Company,820 36th St E,Minneapolis,MN,55407-2602,Performing Arts,$25K-$100K,30,RAC 11
Hennepin,WAMSO - Minnesota Orchestra Volunteer Association/Friends of,1111 Nicollet Mall,Minneapolis,MN,55403-2406,Performing Arts,$250K-$1M,"1,300",RAC 11
Hennepin,Wayzata Symphony Orchestra,PO Box 697,Wayzata,MN,55391,Performing Arts,$25K-$100K,600,RAC 11
Hennepin,We Theater,1012 66th St W,Richfield,MN,55423,Performing Arts,Under $25K,25,RAC 11
Hennepin,Weavers Guild of Minnesota,3000 University Avenue #110,Minneapolis,MN,55414-3356,VIsual Arts & Architecture,$250K-$1M,"20,667",RAC 11
Hennepin,Weisman Art Museum/U of M Regents,333 E. RIVER ROAD,Minneapolis,MN,55455-0367,VIsual Arts & Architecture,$5M-$10M,"58,400",RAC 11
Hennepin,West Bank School of Music,1813 6th St S,Minneapolis,MN,55454,Performing Arts,$100K-$250-K,828,RAC 11
Hennepin,Westminster Presbyterian Church,1200 Marquette Ave,Minneapolis,MN,55403,History,Under $25K,,RAC 11
Hennepin,Whittier Alliance,10 E 25th St,Minneapolis,MN,55404-3433,VIsual Arts & Architecture,Under $25K,"300,000",RAC 11
Hennepin,Wisdom Dances,4244 24th Ave S,Minneapolis,MN,55406,Performing Arts,Under $25K,300,RAC 11
Hennepin,Workhaus Playwrights Collective,c/o Playwright's Center 2301 Franklin Ave E,Minneapolis,MN,55406,Performing Arts,$25K-$100K,250,RAC 11
Hennepin,Yellow Tree Theatre,"320 5th Ave SE, Suite C",Osseo,MN,55369-1616,Performing Arts,$250K-$1M,"11,981",RAC 11
Hennepin,Young Dance,3321 15th Ave. S.,Minneapolis,MN,55407-2209,Performing Arts,$100K-$250-K,"1,406",RAC 11
Hennepin,Youth Performance Company,3338 University Avenue SE,Minneapolis,MN,55414-3350,Performing Arts,$250K-$1M,"17,445",RAC 11
Hennepin,YouthCARE,2701 University Ave SE Ste 205,Minneapolis,MN,55414-3236,Other,Under $25K,0,RAC 11
Hennepin,zAmya Theater Project,2309 Nicollet Ave,Minneapolis,MN,55404,Performing Arts,$100K-$250-K,"1,000",RAC 11
Hennepin,Zenon Dance Company and School,528 Hennepin Avenue #400,Minneapolis,MN,55403-1810,Performing Arts,$250K-$1M,"14,000",RAC 11
Hennepin,Zorongo Flamenco Dance Theatre,3012 Minnehaha Avenue South,Minneapolis,MN,55406-1932,Performing Arts,$100K-$250-K,"12,500",RAC 11
Hennepin,Ancia Saxophone Quartet,4811 35th Ave S,Minneapolis,MN,55417,Performing Arts,Under $25K,320,RAC 11
Hennepin,Aniccha Arts,4524 44th Av S,Minneapolis,MN,55406,Arts Multipurpose,Under $25K,400,RAC 11
Hennepin,"Ascension Place, Inc.",1803 Bryant Ave N,Minneapolis,MN,55411,Arts Multipurpose,Under $25K,65,RAC 11
Hennepin,Beyond My Vision,"3rd Fl Conference Rm G, 310 E 38th St ",Minneapolis,MN,55409,Performing Arts,Under $25K,8,RAC 11
Hennepin,Brazen Theatre,114 W 24th St,Minneapolis,MN,55404,Performing Arts,$25K-$100K,375,RAC 11
Hennepin,Carlyle Brown & Company,"3636 Columbus Avenue South, Apt. #3",Minneapolis,MN,55407,Performing Arts,$25K-$100K,15,RAC 11
Hennepin,Face Forward,"3118 Pleasant Ave, #2",Minneapolis,MN,55408,Arts Multipurpose,Under $25K,80,RAC 11
Hennepin,Four Humors Theater,"c/o Mark Long, 4110 39th Ave S",Minneapolis,MN,55406,Performing Arts,Under $25K,675,RAC 11
Hennepin,Friends of the Cemetery,2731 12th Avenue South,Minneapolis,MN,55407,Performing Arts,Under $25K,"4,000",RAC 11
Hennepin,Hollywood Studio of Dance,2130 West Broadway,Minneapolis,MN,55411,Performing Arts,$25K-$100K,"1,500",RAC 11
Hennepin,KBEM-FM/Jazz 88 Minneapolis Public Schools,,Minneapolis,MN,,Media & Communications,$1M-$5M,"2,410",RAC 11
Hennepin,KFAI Fresh Air Incorporated,,Minneapolis,MN,,Media & Communications,$100K-$250-K,"2,200",RAC 11
Hennepin,KMOJ-FM CCDI,,Minneapolis,MN,,Media & Communications,$100K-$250-K,"17,600",RAC 11
Hennepin,KUOM-AM/ FM Radio K University of MN TC,,Minneapolis,MN,,Media & Communications,$100K-$250-K,,RAC 11
Hennepin,Light Grey Art Lab,118 E 26th St #101,Minneapolis,MN,55404,Visual Arts & Architecture,$25K-$100K,400,RAC 11
Hennepin,Metropolitan Boys Choir,PO Box 19348,Minneapolis,MN,55419,Performing Arts,$100K-$250-K,"10,000",RAC 11
Hennepin,Minnesota Jewish Film Festival,,Minneapolis,MN,,Media & Communications,$25K-$100K,"2,400",RAC 11
Hennepin,Morris Park Players/Morris Park Singers,PO Box 2426,Minneapolis,MN,55402,Performing Arts,$25K-$100K,750,RAC 11
Hennepin,Powderhorn Park Neighborhood Association,821 E 35th St,Minneapolis,MN,55407,Other,$25K-$100K,"20,250",RAC 11
Hennepin,Raw Sugar ,2012 31st Ave S,Minneapolis,MN,55406,Performing Arts,Under $25K,300,RAC 11
Hennepin,"Ten Chances, No Hustle Artists Residency",5241 43rd Ave South,Minneapolis,MN,55417,Arts Multipurpose,Under $25K,"1,500",RAC 11
Hennepin,The Apollo Club,P.O. Box 300541,Minneapolis,MN,55403,Performing Arts,$25K-$100K,"5,000",RAC 11
Hennepin,The Buoyant Group,3247 Lyndale Ave S #105,Minneapolis,MN,55408,Arts Multipurpose,Under $25K,"1,000",RAC 11
Hennepin,The Center for International Education,743 Fillmore Street NE,Minneapolis,MN,55413,Arts Multipurpose,$25K-$100K,"10,000",RAC 11
Hennepin,The Mirandola Ensemble,109 W 59th St.,Minneapolis,MN,55419,Performing Arts,Under $25K,500,RAC 11
Hennepin,The Third Rail,1237 4th st. NE,Minneapolis,MN,55413,Visual Arts & Architecture,$25K-$100K,"48,000",RAC 11
Hennepin,The Unprison Project,8014 Olson Memorial #153,Minneapolis,MN,55427,Arts Multipurpose,Under $25K,0,RAC 11
Hennepin,Thursday Musical Inc.,"906 W 44th St, Apt 1",Minneapolis,MN,55409,Performing Arts,$25K-$100K,"1,849",RAC 11
Hennepin,Twin Cities Girls Chorus,4150 Dupont Ave N,Minneapolis,MN,55412,Performing Arts,Under $25K,120,RAC 11
Hennepin,Vega Productions,,Minneapolis,MN,,Performing Arts,$25K-$100K,,RAC 11
Hennepin,West Bank Business Assn.,,Minneapolis,MN,,Other,$25K-$100K,,RAC 11
Hennepin,Workhouse Theatre Company,4219 Upton Ave N,Minneapolis,MN,55412,Performing Arts,Under $25K,900,RAC 11
Hennepin,Saint Louis Park Community Band,,St Louis Park,MN,,Performing Arts,Under $25K,"2,500",RAC 11
Hennepin,Saint Louis Park Historical Society,,St Louis Park,MN,,History,Under $25K,100,RAC 11
Hennepin,Saint Louis Park Middle School Theater,,St Louis Park,MN,,Performing Arts,Under $25K,"2,000",RAC 11
Hennepin,Saint Louis Parks and Recreation,,St Louis Park,MN,,Other,$25K-$100K,"3,443",RAC 11
Hennepin,Twin Cities Puppeteers,5918 W. 39th St.,St Louis Park,MN,55416-2840,Performing Arts,Under $25K,940,RAC 11
Hennepin,City of Walnut Grove/Laura Ingals Wilder Pageant,,Walnut Grove,MN,,Performing Arts,$100K-$250-K,,RAC 068
Hennepin,Cross Community Players,PO Box 1135,Maple Grove,MN,55311,Performing Arts,$25K-$100K,"9,080",RAC 11
"Hennepin, Hubbard, Ramsey",Minnesota Aviation Hall of Fame,P.O. Box 53,Park Rapids,MN,56464,History,Under $25K,,RAC 03
"Hennepin, Pipestone, Ramsey, Wright",Rockford Area Historical Society,"8131 Bridge Street, PO Box 186",Rockford,MN,55373,History,Under $25K,,RAC 07W
"Hennepin, Ramsey",Augsburg Fairview Academy/History Project,2504 Columbus Ave S,Minneapolis,MN,55404,History,Under $25K,,RAC 11
"Hennepin, Ramsey",Hennepin History Museum,2303 Third Avenue South,Minneapolis,MN,55404,History,Under $25K,,RAC 11
"Hennepin, Ramsey",Somali American Parent Association,1929 S 5th St #101,Minneapolis,MN,55454,History,Under $25K,,RAC 11
"Hennepin, Wright",City of Rockford/History Project,6031 Main Street,Rockford,MN,55373,History,$25K-$100K,,RAC 07W
Houston,Bluff Country Artists Gallery,111 Main St W,Spring Grove,MN,55974,VIsual Arts & Architecture,$25K-$100K,"1,150",RAC 10
Houston,City of Hokah/History Project,PO Box 311,Hokah,MN,55941,History,Under $25K,,RAC 10
Houston,Friends of Houston Nature Center,PO Box 731 215 W Plum St,Houston,MN,55943,VIsual Arts & Architecture,$100K-$250-K,"1,000",RAC 10
Houston,"Giants of the Earth Heritage Center, Inc.",163 W Main St PO Box 223,Spring Grove,MN,55974,Arts Multipurpose,Under $25K,947,RAC 10
Houston,Houston County Historical Society,104 Historical Lane,Caledonia,MN,55921,History,Under $25K,,RAC 10
Houston,Lanesboro Barn Dance,18287 Gap Dr,Spring Grove,MN,55974,Performing Arts,Under $25K,160,RAC 10
Houston,Lawn Chair Concert Series,7385 County Rd 20,Caledonia,MN,55921,Performing Arts,Under $25K,723,RAC 10
Hubbard,Akeley Chamber of Commerce,29029 County Rd 33,Akeley,MN,56433,VIsual Arts & Architecture,Under $25K,525,RAC 02
Hubbard,Blank Canvas Gallery and Education Center,311 Main Ave PO Box 721,Park Rapids,MN,56470,VIsual Arts & Architecture,$25K-$100K,"5,150",RAC 02
Hubbard,Headwaters Center for Lifelong Learning,17849 Jasmine Dr,Park Rapids,MN,56470,Humanities,Under $25K,100,RAC 02
Hubbard,Heartland Concert Association,P.O. Box 43,Park Rapids,MN,56470-0043,Performing Arts,$25K-$100K,0,RAC 03
Hubbard,Hubbard County Historical Society,"301 Court Street, P.O. Box 327",Park Rapids,MN,56470,History,Under $25K,,RAC 03
Hubbard,"Jackpine Writers' Bloc, Inc.",13320 149th Ave,Menahga,MN,56464-3540,Literary Arts,Under $25K,115,RAC 02
Hubbard,"Nemeth Art Center, Inc","301 Court Ave, PO Box 328",Park Rapids,MN,56470-0328,VIsual Arts & Architecture,$25K-$100K,"1,000",RAC 02
Hubbard,Northern Light Opera Company,PO Box 102,Park Rapids,MN,56470-0102,Performing Arts,$25K-$100K,"2,500",RAC 02
Hubbard,Park Rapids Area Community Band,12651 Far Portage Dr,Park Rapids,MN,56470-4516,Performing Arts,Under $25K,"1,650",RAC 02
Hubbard,Park Rapids Lakes Area Arts Council,PO Box 702,Park Rapids,MN,56470-0702,Arts Multipurpose,Under $25K,"1,805",RAC 02
Isanti,Braham Pie Day,PO Box 383,Braham,MN,55006-0383,Other,Under $25K,745,RAC 07E
Isanti,Cambridge Center for the Arts,"140 Buchanan St N., #178",Cambridge,MN,55008-1642,Arts Multipurpose,$25K-$100K,"7,000",RAC 07E
Isanti,Cambridge-Isanti Performing Arts Committee,625B Main St N,Cambridge,MN,55008,Arts Multipurpose,$25K-$100K,450,RAC 07E
Isanti,City of Braham,"201 S Broadway, PO Box 521",Braham,MN,55006-0521,Other,Under $25K,550,RAC 07E
Isanti,East Central Minnesota Chorale,616 Sunset Ln,Cambridge,MN,55008,Performing Arts,$25K-$100K,900,RAC 07E
Isanti,East Central Minnesota Pride,1030 Southview Avenue,Braham,MN,55006-3344,Other,Under $25K,500,RAC 07E
Isanti,East Central Regional Arts Council,"112 Main Street South, PO Box 294",Braham,MN,55006-0294,Other,$100K-$250-K,600,RAC 07E
Isanti,Isanti County Historical Society,33525 Flanders Street NE,Cambridge,MN,55008-4157,History,$25K-$100K,700,RAC 07E
Isanti,Isanti County Parks,555 18th Ave SW,Cambridge,MN,55008-9386,Other,Under $25K,0,RAC 07E
Itasca,Bigfork Improvement Group/History Project,PO Box 225,Bigfork,MN,56628,History,$25K-$100K,,RAC 03
Itasca,Edge of the Wilderness Community Center,101 2nd Ave,Bigfork,MN,56628,Arts Multipurpose,$25K-$100K,290,RAC 03
Itasca,Grand Rapids Area Male Chorus,22520 Henderson Rd,Cohasset,MN,55721,Performing Arts,Under $25K,"2,000",RAC 03
Itasca,Grand Rapids Arts,PO Box 831,Grand Rapids,MN,55744,Arts Multipurpose,Under $25K,230,RAC 03
Itasca,"Grand Rapids Players, Inc.",PO Box 26,Grand Rapids,MN,55744,Performing Arts,$25K-$100K,"1,800",RAC 03
Itasca,Grand Rapids Showboat,PO Box 321,Grand Rapids,MN,55744,Performing Arts,$25K-$100K,"1,000",RAC 03
Itasca,Itasca Choral Society,2901 Hwy 169 S,Grand Rapids,MN,55744,Performing Arts,Under $25K,600,RAC 03
Itasca,Itasca Community Chorus,2901 Hwy 169 S,Grand Rapids,MN,55744-9568,Performing Arts,Under $25K,172,RAC 03
Itasca,Itasca County Private Woodland Committee - Arts Programs,123 4th St NE,Grand Rapids,MN,55744,Other,Under $25K,800,RAC 03
Itasca,Itasca Orchestra and Strings Program,720 NW Conifer Dr.,Grand Rapids,MN,55744-2475,Performing Arts,$100K-$250-K,985,RAC 03
Itasca,Leech Lake Band of Ojibwe Ball Club Community Center,30995 Arctic Rd,Deer River,MN,56636,Media & Communications,$25K-$100K,28,RAC 03
Itasca,MacRostie Art Center,405 NW 1st Avenue,Grand Rapids,MN,55744-2617,Visual Arts & Architecture,$250K-$1M,"13,534",RAC 03
Itasca,Reif Arts Council/ Center,720 NW Conifer Drive,Grand Rapids,MN,55744-2475,Arts Multipurpose,$1M-$5M,"29,434",RAC 03
Itasca,The Creativity Tank,,Grand Rapids,MN,,Visual Arts & Architecture,Under $25K,900,RAC 03
Itasca,Forest History Center,,Grand Rapids,MN,,History,$250K-$1M,"30,000",RAC 03
Itasca,Itasca County Historical Society,,Grand Rapids,MN,,History,$100K-$250-K,"4,000",RAC 03
Itasca,KAXE Northern Community Radio,,Grand Rapids,MN,,Media & Communications,$1M-$5M,"7,000",RAC 03
Itasca ,City of Grand Rapids,,Grand Rapids,MN,,Other,$25K-$100K,0,RAC 03
Jackson,Rhythm of the River,PO Box 84,Jackson,MN,56143,Performing Arts,Under $25K,"2,000",RAC 068
Kanabec,Kanabec County Agricultural Society,2775 215th Ave,Comfort,MN,55051,Other,$25K-$100K,320,RAC 07E
Kanabec,Kanabec County Art Association,,Mora,MN,,Visual Arts & Architecture,Under $25K,1200,RAC 07E
Kanabec,Kanabec History Center,,Mora,MN,,history,$25K-$100K,10000,RAC 07E
Kanabec,Minnesota Goose Garden,3104 355th Ave,Sandstone,MN,55072-2026,Visual Arts & Architecture,Under $25K,187,RAC 07E
Kanabec,Mora CAPP-Comprehensive Arts Planning Program,,Mora,MN,,Other,Under $25K,1450,RAC 07E
Kanabec,Northern Exposures Photography Club,,Mora,MN,,Visual Arts & Architecture,Under $25K,500,RAC 07E
Kanabec,Paradise Community Theatre,237 Union St S PO Box 237,Mora,MN,55051,Media & Communications,$100K-$250-K,"4,500",RAC 07E
Kandiyohi,Crow River Players,"24 Central Avenue E, PO Box 536",New London,MN,56273-0000,Performing Arts,$25K-$100K,"3,060",RAC 068
Kandiyohi,Kaleidoscope an Artists' Gallery,PO Box C,New London,MN,56273,Arts Multipurpose,$25K-$100K,600,RAC 068
Kandiyohi,Kandiyohi County Historical Society,610 Hwy 71 NE,Willmar,MN,56201,History,$100K-$250-K,250,RAC 068
Kandiyohi,New London Arts Alliance,Box 35,New London,MN,56273-0000,Arts Multipurpose,Under $25K,375,RAC 068
Kandiyohi,New London Clay Center,PO Box C,New London,MN,56273,Visual Arts & Architecture,Under $25K,110,RAC 068
Kandiyohi,New London Little Theatre,PO Box 536,New London,MN,56273,Performing Arts,Under $25K,"2,750",RAC 068
Kandiyohi,New London Music Festival,PO Box 35,New London,MN,56273,Performing Arts,Under $25K,597,RAC 068
Kandiyohi,Norway Lake Lutheran Historical Association,9601 195 AVE NW,Pennock,MN,56279,History,Under $25K,800,RAC 068
Kandiyohi,Prairie Winds Concert Band,16648 85th St NE,New London,MN,56273,Performing Arts,Under $25K,535,RAC 068
Kandiyohi,Spicer Beautification Committee,218 Hillcrest Ave PO Box 656,Spicer,MN,56288,Visual Arts & Architecture,Under $25K,"8,030",RAC 068
Kandiyohi,"The Barn Theater/Willmar Community Theatre, Inc","321 SW 4th Street, PO Box 342",Willmar,MN,56201-3331,Performing Arts,$250K-$1M,"7,780",RAC 068
Kandiyohi,Willmar Area Arts Council,"PO Box 165, 321 4th St SW",Willmar,MN,56201-3331,Arts Multipurpose,$25K-$100K,"3,700",RAC 068
Kandiyohi,Willmar Area Symphonic Orchestra,913 Hwy 71 N c/o Whitney Music,Willmar,MN,56201,Performing Arts,Under $25K,"1,000",RAC 068
Kittson,City of Karlstad - Arts Programs,"104 1st St S, Ste 100 PO Box 229",Karlstad,MN,56732,Other,Under $25K,185,RAC 01
Kittson,City of Kennedy - Arts Programs,PO Box 7,Kennedy,MN,56733,Arts Multipurpose,Under $25K,"1,000",RAC 01
Kittson,Kittson County Historical Society,332 E Main St,Lake Bronson,MN,56734-0100,History,$25K-$100K,102,RAC 01
Koochiching,Backus Community Center/Arts Programs,900 5th St Backus Comm Center,International Falls,MN,56649,Arts Multipurpose,$100K-$250-K,"5,897",RAC 03
Koochiching,Icebox Radio Theater,PO Box 46,International Falls,MN,56649,Media & Communications,Under $25K,"72,102",RAC 03
Koochiching,Koochiching County Historical Society,214 6th Ave.,International Falls,MN,56649,History,Under $25K,,RAC 03
Koochiching,Rainy Lake Community Orchestra,3057 County Rd 20,International Falls,MN,56649,Performing Arts,Under $25K,150,RAC 03
Lac Qui Parle,Dawson-Boyd Arts Association,"601 9th Street, PO Box 434",Dawson,MN,56232-0434,Arts Multipurpose,$25K-$100K,"2,712",RAC 068
Lac qui Parle,Lac qui Parle County Historical Society,250 Eighth Avenue South,Madison,MN,56256,History,$25K-$100K,,RAC 068
Lake,Arrowhead Regional Development Commission/History Project,221 West First Street,Duluth,MN,55802,History,Under $25K,,RAC 03
Lake,Arts on Superior,PO Box 185,Two Harbors,MN,55616,Arts Multipurpose,$25K-$100K,"2,800",RAC 03
Lake,Chalk.a.Lot,1640 Hwy 2,Two Harbors,MN,55616,Visual Arts & Architecture,Under $25K,700,RAC 03
Lake,Lake County Historical Society,"PO Box 128, 520 South Avenue",Two Harbors,MN,55616,History,Under $25K,,RAC 03
Lake,Lake Superior Community Theatre,137 Banks Blvd,Silver Bay,MN,55603,Performing Arts,$25K-$100K,"5,689",RAC 03
